## date = '2019-05-05 17:58:02.604862'
## execstr = '/anaconda3/envs/riboseq/bin/metagene count genome/chrM_orfs_stop_rois_ND6.txt data/metagene/T2_1/T2_1 --count_files data/mapping/T2_1.bam --threeprime --norm_region 30 100 --min_counts 1 --cmap Blues'
## args = {  
##          'big_genome'       : False,,
##          'cmap'             : 'Blues',,
##          'count_files'      : ['data/mapping/T2_1.bam'],,
##          'countfile_format' : 'BAM',,
##          'dpi'              : 150,,
##          'figformat'        : 'png',,
##          'figsize'          : None,,
##          'keep'             : False,,
##          'landmark'         : None,,
##          'mapping'          : 'threeprime',,
##          'max_length'       : 100,,
##          'maxmem'           : 0,,
##          'min_counts'       : 1,,
##          'min_length'       : 25,,
##          'nibble'           : 0,,
##          'norm_region'      : [30, 100],,
##          'normalize_over'   : None,,
##          'offset'           : 0,,
##          'outbase'          : 'data/metagene/T2_1/T2_1',,
##          'program'          : 'count',,
##          'roi_file'         : 'genome/chrM_orfs_stop_rois_ND6.txt',,
##          'stylesheet'       : None,,
##          'sum'              : None,,
##          'title'            : None,,
##          'use_mean'         : False,,
##          'warnlevel'        : 0,
##        }
x	metagene_average	regions_counted
-100	0.021739130434782608	1
-99	0.0	1
-98	0.0	1
-97	0.0	1
-96	0.0	1
-95	0.0	1
-94	0.0	1
-93	0.08695652173913043	1
-92	0.08695652173913043	1
-91	0.06521739130434782	1
-90	0.0	1
-89	0.0	1
-88	0.043478260869565216	1
-87	0.0	1
-86	0.0	1
-85	0.0	1
-84	0.021739130434782608	1
-83	0.0	1
-82	0.0	1
-81	0.0	1
-80	0.0	1
-79	0.0	1
-78	0.0	1
-77	0.0	1
-76	0.0	1
-75	0.043478260869565216	1
-74	0.08695652173913043	1
-73	0.0	1
-72	0.0	1
-71	0.0	1
-70	0.0	1
-69	0.0	1
-68	0.021739130434782608	1
-67	0.0	1
-66	0.0	1
-65	0.0	1
-64	0.0	1
-63	0.0	1
-62	0.0	1
-61	0.0	1
-60	0.043478260869565216	1
-59	0.0	1
-58	0.0	1
-57	0.0	1
-56	0.021739130434782608	1
-55	0.0	1
-54	0.0	1
-53	0.06521739130434782	1
-52	0.0	1
-51	0.0	1
-50	0.021739130434782608	1
-49	0.0	1
-48	0.0	1
-47	0.021739130434782608	1
-46	0.0	1
-45	0.0	1
-44	0.0	1
-43	0.0	1
-42	0.0	1
-41	0.021739130434782608	1
-40	0.021739130434782608	1
-39	0.0	1
-38	0.0	1
-37	0.0	1
-36	0.0	1
-35	0.0	1
-34	0.0	1
-33	0.13043478260869565	1
-32	0.0	1
-31	0.13043478260869565	1
-30	0.021739130434782608	1
-29	0.043478260869565216	1
-28	0.021739130434782608	1
-27	0.0	1
-26	0.021739130434782608	1
-25	0.0	1
-24	0.10869565217391304	1
-23	0.021739130434782608	1
-22	0.0	1
-21	0.0	1
-20	0.0	1
-19	0.0	1
-18	0.043478260869565216	1
-17	0.0	1
-16	0.021739130434782608	1
-15	0.0	1
-14	0.043478260869565216	1
-13	0.0	1
-12	0.0	1
-11	0.0	1
-10	0.0	1
-9	0.0	1
-8	0.0	1
-7	0.0	1
-6	0.021739130434782608	1
-5	0.0	1
-4	0.08695652173913043	1
-3	0.043478260869565216	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.06521739130434782	1
3	0.043478260869565216	1
4	0.043478260869565216	1
5	0.021739130434782608	1
6	0.0	1
7	0.021739130434782608	1
8	0.0	1
9	0.08695652173913043	1
10	0.0	1
11	0.0	1
12	0.021739130434782608	1
13	0.0	1
14	0.0	1
15	0.021739130434782608	1
16	0.0	1
17	0.021739130434782608	1
18	0.021739130434782608	1
19	0.0	1
20	0.0	1
21	0.0	1
22	0.0	1
23	0.0	1
24	0.0	1
25	0.0	1
26	0.0	1
27	0.0	1
28	0.0	1
29	0.0	1
30	0.0	1
31	0.0	1
32	0.0	1
33	0.0	1
34	0.0	1
35	0.021739130434782608	1
36	0.0	1
37	0.0	1
38	0.0	1
39	0.021739130434782608	1
40	0.0	1
41	0.0	1
42	0.043478260869565216	1
43	0.0	1
44	0.0	1
45	0.0	1
46	0.0	1
47	0.0	1
48	0.0	1
49	0.0	1
50	0.0	1
51	0.021739130434782608	1
52	0.0	1
53	0.0	1
54	0.06521739130434782	1
55	0.0	1
56	0.0	1
57	0.0	1
58	0.0	1
59	0.021739130434782608	1
60	0.0	1
61	0.0	1
62	0.0	1
63	0.0	1
64	0.0	1
65	0.0	1
66	0.0	1
67	0.0	1
68	0.0	1
69	0.0	1
70	0.0	1
71	0.021739130434782608	1
72	0.0	1
73	0.0	1
74	0.0	1
75	0.0	1
76	0.0	1
77	0.0	1
78	0.0	1
79	0.0	1
80	0.0	1
81	0.0	1
82	0.021739130434782608	1
83	0.0	1
84	0.0	1
85	0.0	1
86	0.0	1
87	0.0	1
88	0.0	1
89	0.0	1
90	0.021739130434782608	1
91	0.0	1
92	0.0	1
93	0.0	1
94	0.021739130434782608	1
95	0.0	1
96	0.0	1
97	0.0	1
98	0.0	1
99	0.021739130434782608	1
