## date = '2019-05-11 18:33:48.174114'
## execstr = '/anaconda3/envs/riboseq/bin/metagene count genome/chrM_orfs_stop_rois_ND6.txt data/metagene/T2_1/T2_1_ND6stop --count_files data/mapping/T2_1.bam --threeprime --norm_region 30 200 --min_counts 0 --cmap Blues'
## args = {  
##          'big_genome'       : False,,
##          'cmap'             : 'Blues',,
##          'count_files'      : ['data/mapping/T2_1.bam'],,
##          'countfile_format' : 'BAM',,
##          'dpi'              : 150,,
##          'figformat'        : 'png',,
##          'figsize'          : None,,
##          'keep'             : False,,
##          'landmark'         : None,,
##          'mapping'          : 'threeprime',,
##          'max_length'       : 100,,
##          'maxmem'           : 0,,
##          'min_counts'       : 0,,
##          'min_length'       : 25,,
##          'nibble'           : 0,,
##          'norm_region'      : [30, 200],,
##          'normalize_over'   : None,,
##          'offset'           : 0,,
##          'outbase'          : 'data/metagene/T2_1/T2_1_ND6stop',,
##          'program'          : 'count',,
##          'roi_file'         : 'genome/chrM_orfs_stop_rois_ND6.txt',,
##          'stylesheet'       : None,,
##          'sum'              : None,,
##          'title'            : None,,
##          'use_mean'         : False,,
##          'warnlevel'        : 0,
##        }
x	metagene_average	regions_counted
-100	0.012987012987012988	1
-99	0.0	1
-98	0.0	1
-97	0.0	1
-96	0.0	1
-95	0.0	1
-94	0.0	1
-93	0.05194805194805195	1
-92	0.05194805194805195	1
-91	0.03896103896103896	1
-90	0.0	1
-89	0.0	1
-88	0.025974025974025976	1
-87	0.0	1
-86	0.0	1
-85	0.0	1
-84	0.012987012987012988	1
-83	0.0	1
-82	0.0	1
-81	0.0	1
-80	0.0	1
-79	0.0	1
-78	0.0	1
-77	0.0	1
-76	0.0	1
-75	0.025974025974025976	1
-74	0.05194805194805195	1
-73	0.0	1
-72	0.0	1
-71	0.0	1
-70	0.0	1
-69	0.0	1
-68	0.012987012987012988	1
-67	0.0	1
-66	0.0	1
-65	0.0	1
-64	0.0	1
-63	0.0	1
-62	0.0	1
-61	0.0	1
-60	0.025974025974025976	1
-59	0.0	1
-58	0.0	1
-57	0.0	1
-56	0.012987012987012988	1
-55	0.0	1
-54	0.0	1
-53	0.03896103896103896	1
-52	0.0	1
-51	0.0	1
-50	0.012987012987012988	1
-49	0.0	1
-48	0.0	1
-47	0.012987012987012988	1
-46	0.0	1
-45	0.0	1
-44	0.0	1
-43	0.0	1
-42	0.0	1
-41	0.012987012987012988	1
-40	0.012987012987012988	1
-39	0.0	1
-38	0.0	1
-37	0.0	1
-36	0.0	1
-35	0.0	1
-34	0.0	1
-33	0.07792207792207792	1
-32	0.0	1
-31	0.07792207792207792	1
-30	0.012987012987012988	1
-29	0.025974025974025976	1
-28	0.012987012987012988	1
-27	0.0	1
-26	0.012987012987012988	1
-25	0.0	1
-24	0.06493506493506493	1
-23	0.012987012987012988	1
-22	0.0	1
-21	0.0	1
-20	0.0	1
-19	0.0	1
-18	0.025974025974025976	1
-17	0.0	1
-16	0.012987012987012988	1
-15	0.0	1
-14	0.025974025974025976	1
-13	0.0	1
-12	0.0	1
-11	0.0	1
-10	0.0	1
-9	0.0	1
-8	0.0	1
-7	0.0	1
-6	0.012987012987012988	1
-5	0.0	1
-4	0.05194805194805195	1
-3	0.025974025974025976	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.03896103896103896	1
3	0.025974025974025976	1
4	0.025974025974025976	1
5	0.012987012987012988	1
6	0.0	1
7	0.012987012987012988	1
8	0.0	1
9	0.05194805194805195	1
10	0.0	1
11	0.0	1
12	0.012987012987012988	1
13	0.0	1
14	0.0	1
15	0.012987012987012988	1
16	0.0	1
17	0.012987012987012988	1
18	0.012987012987012988	1
19	0.0	1
20	0.0	1
21	0.0	1
22	0.0	1
23	0.0	1
24	0.0	1
25	0.0	1
26	0.0	1
27	0.0	1
28	0.0	1
29	0.0	1
30	0.0	1
31	0.0	1
32	0.0	1
33	0.0	1
34	0.0	1
35	0.012987012987012988	1
36	0.0	1
37	0.0	1
38	0.0	1
39	0.012987012987012988	1
40	0.0	1
41	0.0	1
42	0.025974025974025976	1
43	0.0	1
44	0.0	1
45	0.0	1
46	0.0	1
47	0.0	1
48	0.0	1
49	0.0	1
50	0.0	1
51	0.012987012987012988	1
52	0.0	1
53	0.0	1
54	0.03896103896103896	1
55	0.0	1
56	0.0	1
57	0.0	1
58	0.0	1
59	0.012987012987012988	1
60	0.0	1
61	0.0	1
62	0.0	1
63	0.0	1
64	0.0	1
65	0.0	1
66	0.0	1
67	0.0	1
68	0.0	1
69	0.0	1
70	0.0	1
71	0.012987012987012988	1
72	0.0	1
73	0.0	1
74	0.0	1
75	0.0	1
76	0.0	1
77	0.0	1
78	0.0	1
79	0.0	1
80	0.0	1
81	0.0	1
82	0.012987012987012988	1
83	0.0	1
84	0.0	1
85	0.0	1
86	0.0	1
87	0.0	1
88	0.0	1
89	0.0	1
90	0.012987012987012988	1
91	0.0	1
92	0.0	1
93	0.0	1
94	0.012987012987012988	1
95	0.0	1
96	0.0	1
97	0.0	1
98	0.0	1
99	0.012987012987012988	1
