## date = '2019-05-11 18:33:55.059328'
## execstr = '/anaconda3/envs/riboseq/bin/metagene count genome/chrM_orfs_stop_rois_ND6.txt data/metagene/WT_1/WT_1_ND6stop --count_files data/mapping/WT_1.bam --threeprime --norm_region 30 200 --min_counts 0 --cmap Blues'
## args = {  
##          'big_genome'       : False,,
##          'cmap'             : 'Blues',,
##          'count_files'      : ['data/mapping/WT_1.bam'],,
##          'countfile_format' : 'BAM',,
##          'dpi'              : 150,,
##          'figformat'        : 'png',,
##          'figsize'          : None,,
##          'keep'             : False,,
##          'landmark'         : None,,
##          'mapping'          : 'threeprime',,
##          'max_length'       : 100,,
##          'maxmem'           : 0,,
##          'min_counts'       : 0,,
##          'min_length'       : 25,,
##          'nibble'           : 0,,
##          'norm_region'      : [30, 200],,
##          'normalize_over'   : None,,
##          'offset'           : 0,,
##          'outbase'          : 'data/metagene/WT_1/WT_1_ND6stop',,
##          'program'          : 'count',,
##          'roi_file'         : 'genome/chrM_orfs_stop_rois_ND6.txt',,
##          'stylesheet'       : None,,
##          'sum'              : None,,
##          'title'            : None,,
##          'use_mean'         : False,,
##          'warnlevel'        : 0,
##        }
x	metagene_average	regions_counted
-100	0.0	1
-99	0.004048582995951417	1
-98	0.004048582995951417	1
-97	0.0	1
-96	0.0	1
-95	0.012145748987854251	1
-94	0.016194331983805668	1
-93	0.1417004048582996	1
-92	0.14979757085020243	1
-91	0.05263157894736842	1
-90	0.004048582995951417	1
-89	0.0	1
-88	0.012145748987854251	1
-87	0.004048582995951417	1
-86	0.004048582995951417	1
-85	0.0	1
-84	0.02834008097165992	1
-83	0.0	1
-82	0.0	1
-81	0.004048582995951417	1
-80	0.0	1
-79	0.0	1
-78	0.0	1
-77	0.0	1
-76	0.016194331983805668	1
-75	0.0	1
-74	0.04048582995951417	1
-73	0.0	1
-72	0.0	1
-71	0.04048582995951417	1
-70	0.0	1
-69	0.008097165991902834	1
-68	0.004048582995951417	1
-67	0.0	1
-66	0.0	1
-65	0.008097165991902834	1
-64	0.004048582995951417	1
-63	0.020242914979757085	1
-62	0.0	1
-61	0.0	1
-60	0.0	1
-59	0.0	1
-58	0.0	1
-57	0.0	1
-56	0.0	1
-55	0.0	1
-54	0.004048582995951417	1
-53	0.02834008097165992	1
-52	0.0	1
-51	0.0	1
-50	0.020242914979757085	1
-49	0.0	1
-48	0.0	1
-47	0.016194331983805668	1
-46	0.004048582995951417	1
-45	0.0	1
-44	0.0	1
-43	0.004048582995951417	1
-42	0.004048582995951417	1
-41	0.0	1
-40	0.0	1
-39	0.008097165991902834	1
-38	0.004048582995951417	1
-37	0.0	1
-36	0.0	1
-35	0.004048582995951417	1
-34	0.0	1
-33	0.0931174089068826	1
-32	0.048582995951417005	1
-31	0.020242914979757085	1
-30	0.016194331983805668	1
-29	0.024291497975708502	1
-28	0.0	1
-27	0.004048582995951417	1
-26	0.0	1
-25	0.004048582995951417	1
-24	0.012145748987854251	1
-23	0.004048582995951417	1
-22	0.0	1
-21	0.0	1
-20	0.012145748987854251	1
-19	0.0	1
-18	0.04048582995951417	1
-17	0.0	1
-16	0.020242914979757085	1
-15	0.0	1
-14	0.0	1
-13	0.004048582995951417	1
-12	0.02834008097165992	1
-11	0.012145748987854251	1
-10	0.004048582995951417	1
-9	0.0	1
-8	0.008097165991902834	1
-7	0.0	1
-6	0.0	1
-5	0.020242914979757085	1
-4	0.048582995951417005	1
-3	0.04048582995951417	1
-2	0.020242914979757085	1
-1	0.004048582995951417	1
0	0.0	1
1	0.004048582995951417	1
2	0.03643724696356275	1
3	0.004048582995951417	1
4	0.020242914979757085	1
5	0.0	1
6	0.0	1
7	0.02834008097165992	1
8	0.0	1
9	0.0728744939271255	1
10	0.024291497975708502	1
11	0.0	1
12	0.004048582995951417	1
13	0.0	1
14	0.004048582995951417	1
15	0.08906882591093117	1
16	0.0	1
17	0.0	1
18	0.0	1
19	0.0	1
20	0.0	1
21	0.004048582995951417	1
22	0.004048582995951417	1
23	0.0	1
24	0.004048582995951417	1
25	0.0	1
26	0.0	1
27	0.004048582995951417	1
28	0.0	1
29	0.0	1
30	0.004048582995951417	1
31	0.0	1
32	0.004048582995951417	1
33	0.0	1
34	0.0	1
35	0.0	1
36	0.004048582995951417	1
37	0.0	1
38	0.0	1
39	0.0	1
40	0.0	1
41	0.0	1
42	0.0	1
43	0.0	1
44	0.0	1
45	0.0	1
46	0.004048582995951417	1
47	0.0	1
48	0.0	1
49	0.0	1
50	0.0	1
51	0.008097165991902834	1
52	0.0	1
53	0.0	1
54	0.0	1
55	0.004048582995951417	1
56	0.0	1
57	0.0	1
58	0.0	1
59	0.004048582995951417	1
60	0.0	1
61	0.0	1
62	0.0	1
63	0.0	1
64	0.0	1
65	0.0	1
66	0.0	1
67	0.0	1
68	0.0	1
69	0.0	1
70	0.0	1
71	0.012145748987854251	1
72	0.0	1
73	0.0	1
74	0.0	1
75	0.0	1
76	0.0	1
77	0.0	1
78	0.0	1
79	0.0	1
80	0.0	1
81	0.0	1
82	0.0	1
83	0.0	1
84	0.0	1
85	0.004048582995951417	1
86	0.0	1
87	0.0	1
88	0.0	1
89	0.0	1
90	0.004048582995951417	1
91	0.0	1
92	0.0	1
93	0.0	1
94	0.0	1
95	0.0	1
96	0.0	1
97	0.0	1
98	0.0	1
99	0.012145748987854251	1
